username,password,password_hash,first_name,last_name,Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rohit,Singh,"Journalism, Communication and Media Studies",Male,4.42,3.94,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,80%-100%,No,5,No,2nd,3.09,3.09
dsharma,6fb!eb@1,c3189b3d69bfd95795a198e52bae5c0ea2e6fccbd4e6a9c9ebf5b75b5c0505f6,Divya,Sharma,"Journalism, Communication and Media Studies",Female,4.5,4.28,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,2,Yes,2nd,3.17,3.17
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,"Journalism, Communication and Media Studies",Female,3.08,3.33,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,More than 3 Hours,60%-79%,No,3,No,3rd,2.17,3.5
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Suresh,Kumar,"Journalism, Communication and Media Studies",Male,4.53,3.91,"Low (Below 15,000)",Village,5,0-1 Hour,0-1 Hour,80%-100%,No,2,Yes,3rd,3.83,3.5
averma,A1e!65@1,50377bf07c9a0ca2ba70c90d5187bcd872c118eafd4a769b87cf7614f350b2a5,Anjali,Verma,"Journalism, Communication and Media Studies",Female,4.5,4.34,"High (Above 50,000)",Village,3,More than 3 Hours,0-1 Hour,80%-100%,No,5,Yes,2nd,3.5,3.5
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vivek,Choudhary,"Journalism, Communication and Media Studies",Male,4.0,4.0,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,12th,3.56,3.6
dyadav,C43!f1@1,a778e2277ace1032adcc77d81f22e7bdf0c12d331d41e93f9e8f44f5b76feddd,Divya,Yadav,"Journalism, Communication and Media Studies",Female,2.85,3.64,"Low (Below 15,000)",City,4,2-3 Hours,More than 3 Hours,80%-100%,Yes,3,Yes,6th,3.5,3.67
pchoudhary,24d!79@1,c574c79cf710cd584a4c8f5a9f710323eb536f931958ca4703ff10b9770220ce,Prakash,Choudhary,"Journalism, Communication and Media Studies",Male,4.0,4.33,"Upper middle (30,000-50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,11th,3.88,3.78
ssharma,Aed!ae@1,c6842ebce1a5634ac10be81ba0127de49e0f85da0d5507bb4c4adabdfc7707ba,Suresh,Sharma,"Journalism, Communication and Media Studies",Male,3.17,3.17,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,3,Yes,3rd,3.83,3.8
skumar,Cdf!a6@1,4c111ca9a631f6bbc4b8758d0a95aa0c01a7ac7c846b2d4931b5d2e99849513f,Sunita,Kumar,"Journalism, Communication and Media Studies",Female,4.42,4.72,"Lower middle (15,000-30,000)",City,4,0-1 Hour,2-3 Hours,80%-100%,No,3,Yes,12th,4.0,4.0
dkumar,8b6!80@1,b756de28bf1eb8ddceaa4598864084239ffc5f9c6da9c24edcf9385c81299c83,Divya,Kumar,Law and Human Rights,Female,5.0,5.0,"Low (Below 15,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,4,Yes,2nd,3.69,3.69
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,Law and Human Rights,Female,3.58,4.86,"Lower middle (15,000-30,000)",Village,1,0-1 Hour,2-3 Hours,60%-79%,No,1,Yes,4th,3.9,3.79
pmishra,1a6!96@1,43a3e2e56f247b0f067f7a2bc53456917a624dae73137224392751999d87f604,Pooja,Mishra,Political Science,Female,3.5,4.0,"Upper middle (30,000-50,000)",City,2,More than 3 Hours,More than 3 Hours,80%-100%,Yes,5,No,10th,3.15,2.85
ppatel,74e!20@1,cbe047ca8882bb4f9b8a333149185a25887f84ea9cf33e4148dd4c32694176f8,Prakash,Patel,Political Science,Male,5.0,4.94,"High (Above 50,000)",City,5,0-1 Hour,2-3 Hours,Below 40%,No,4,Yes,2nd,3.31,3.31
vmishra,672!e3@1,99fd5d9a2b85bd4ac107d39c1fa86b549421871c82b641e3351913f6260b039d,Vivek,Mishra,Political Science,Male,5.0,4.68,"Low (Below 15,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,5th,3.56,3.56
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Sneha,Mishra,Political Science,Female,4.25,3.72,"Lower middle (15,000-30,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,Yes,1,Yes,2nd,3.68,3.68
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Priya,Yadav,Political Science,Female,5.0,4.89,"High (Above 50,000)",Village,2,2-3 Hours,2-3 Hours,80%-100%,No,2,Yes,3rd,3.88,3.88
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vikram,Patel,Political Science,Male,5.0,4.78,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,0-1 Hour,80%-100%,No,1,Yes,2nd,3.94,3.94
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Public Health,Male,3.5,4.0,"Lower middle (15,000-30,000)",Village,2,More than 3 Hours,2-3 Hours,40%-59%,Yes,2,Yes,7th,3.25,3.1
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Amit,Gupta,Public Health,Male,4.5,4.0,"Upper middle (30,000-50,000)",City,4,2-3 Hours,2-3 Hours,60%-79%,No,3,Yes,9th,3.5,3.67
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Priya,Gupta,Sociology,Female,4.56,3.67,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,40%-59%,No,2,No,2nd,3.56,3.56
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rohit,Patel,Sociology,Male,4.23,4.5,"Low (Below 15,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,10th,3.61,3.75
kpatel,4e7!9d@1,fa5722f3d50b131daa364fb8cb1d56aa8743eed142edebd66adb81db97b4e865,Kavita,Patel,Sociology,Female,3.83,5.0,"Lower middle (15,000-30,000)",Village,3,More than 3 Hours,2-3 Hours,80%-100%,No,4,Yes,12th,4.0,3.86
